unique_number,rev_bis,name_en,date_inscribed,danger_list,Latitude,Longitude,area_hectares,C1,C2,C3,C4,C5,C6,N7,N8,N9,N10,criteria_txt,category,category_short,states_name_en
1021,,Historic Monuments of Ancient Nara,1998,,34.67555556,135.8394444,617,0,1,1,1,0,1,0,0,0,0,(ii)(iii)(iv)(vi),Cultural,C,Japan
1066,,Shrines and Temples of Nikko,1999,,36.7475,139.6105556,50.8,1,0,0,1,0,1,0,0,0,0,(i)(iv)(vi),Cultural,C,Japan
1136,,Gusuku Sites and Related Properties of the Kingdom of Ryukyu,2000,,26.20861111,127.6827778,54.9,0,1,1,0,0,1,0,0,0,0,(ii)(iii)(vi),Cultural,C,Japan
2183,,Sacred Sites and Pilgrimage Routes in the Kii Mountain Range,2004,,33.83694444,135.7763889,506.4,0,1,1,1,0,1,0,0,0,0,(ii)(iii)(iv)(vi),Cultural,C,Japan
1370,,Shiretoko,2005,,43.94944,144.96583,71100,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,Japan
1737,Bis,Iwami Ginzan Silver Mine and its Cultural Landscape,2007,,35.1127777777,132.435,529.17,0,1,1,0,1,0,0,0,0,0,(ii)(iii)(v),Cultural,C,Japan
1771,rev,"Hiraizumi – Temples, Gardens and Archaeological Sites Representing the Buddhist Pure Land",2011,,39.0011111111,141.1077777778,176.2,0,1,0,0,0,1,0,0,0,0,(ii)(vi),Cultural,C,Japan
1770,,Ogasawara Islands,2011,,27.7183333333,142.0997222222,7939,0,0,0,0,0,0,0,0,1,0,(ix),Natural,N,Japan
1883,,"Fujisan, sacred place and source of artistic inspiration",2013,,35.3608333333,138.7275,20702.1,0,0,1,0,0,1,0,0,0,0,(iii)(vi),Cultural,C,Japan
1992,,Tomioka Silk Mill and Related Sites,2014,,36.2552777778,138.8877777778,7.2,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Japan
2045,,"Sites of Japan’s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining",2015,,34.4305555556,131.4122222222,306.66,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Japan
2149,,Sacred Island of Okinoshima and Associated Sites in the Munakata Region ,2017,,34.245,130.1055555556,98.93,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Japan
165,Rev,Old City of Jerusalem and its Walls,1981,Y 1982,31.78333333,35.21666667,0,0,1,1,0,0,1,0,0,0,0,(ii)(iii)(vi),Cultural,C,Jerusalem (Site proposed by Jordan)
370,,Petra,1985,,30.33056,35.44333,26171,1,0,1,1,0,0,0,0,0,0,(i)(iii)(iv),Cultural,C,Jordan
372,,Quseir Amra,1985,,31.80194,36.58583,0,1,0,1,1,0,0,0,0,0,0,(i)(iii)(iv),Cultural,C,Jordan
1271,,Um er-Rasas (Kastrom Mefa'a),2004,,31.50167,35.92056,23.928,1,0,0,1,0,1,0,0,0,0,(i)(iv)(vi),Cultural,C,Jordan
1758,,Wadi Rum Protected Area,2011,,29.6397222222,35.4338888889,74179.7,0,0,1,0,1,0,1,0,0,0,(iii)(v)(vii),Mixed,C/N,Jordan
2019,,Baptism Site “Bethany Beyond the Jordan” (Al-Maghtas),2015,,31.8372222222,35.5527777778,294.155,0,0,1,0,0,1,0,0,0,0,(iii)(vi),Cultural,C,Jordan
1543,Rev,Saryarka – Steppe and Lakes of Northern Kazakhstan,2008,,50.4333333333,69.1888888889,450344,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,Kazakhstan
1281,,Mausoleum of Khoja Ahmed Yasawi,2003,,43.29305556,68.27444444,0.55,1,0,1,1,0,0,0,0,0,0,(i)(iii)(iv),Cultural,C,Kazakhstan
1326,,Petroglyphs within the Archaeological Landscape of Tamgaly,2004,,43.80333333,75.535,900,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Kazakhstan
1902,Bis,Mount Kenya National Park/Natural Forest,1997,,-0.155,37.3155555556,202334,0,0,0,0,0,0,1,0,1,0,(vii)(ix),Natural,N,Kenya
947,Bis,Lake Turkana National Parks,1997,,3.051305556,36.50366667,161485,0,0,0,0,0,0,0,1,0,1,(viii)(x),Natural,N,Kenya
1229,,Lamu Old Town,2001,,-2.284444444,40.8525,15.6,0,1,0,1,0,1,0,0,0,0,(ii)(iv)(vi),Cultural,C,Kenya
1749,rev,Kenya Lake System in the Great Rift Valley,2011,,-0.4425,36.24,32034,0,0,0,0,0,0,1,0,1,1,(vii)(ix)(x),Natural,N,Kenya
1589,Rev,Sacred Mijikenda Kaya Forests,2008,,-3.9319444444,39.5961111111,1538,0,0,1,0,1,1,0,0,0,0,(iii)(v)(vi),Cultural,C,Kenya
1847,rev,"Fort Jesus, Mombasa",2011,,-4.0627777778,39.6794444444,2.36,0,1,0,0,1,0,0,0,0,0,(ii)(v),Cultural,C,Kenya
1683,,Phoenix Islands Protected Area,2010,,-3.6497222222,-172.8575,40825000,0,0,0,0,0,0,1,0,1,0,(vii)(ix),Natural,N,Kiribati
1699,Rev,Sulaiman-Too Sacred Mountain,2009,,40.5311111111,72.7827777778,112,0,0,1,0,0,1,0,0,0,0,(iii)(vi),Cultural,C,Kyrgyzstan
1954,bis,Town of Luang Prabang,1995,,19.88889,102.13333,820,0,1,0,1,1,0,0,0,0,0,(ii)(iv)(v),Cultural,C,Lao People's Democratic Republic
560,,Vat Phou and Associated Ancient Settlements within the Champasak Cultural Landscape,2001,,14.8483333333,105.8222222222,39000,0,0,1,1,0,1,0,0,0,0,(iii)(iv)(vi),Cultural,C,Lao People's Democratic Republic
1003,,Historic Centre of Riga,1997,,56.95417,24.11667,438.3,1,1,0,0,0,0,0,0,0,0,(i)(ii),Cultural,C,Latvia
329,,Anjar,1984,,33.72583,35.92972,0,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Lebanon
330,,Baalbek,1984,,34.00707,36.20494,0,1,0,0,1,0,0,0,0,0,0,(i)(iv),Cultural,C,Lebanon
331,,Byblos,1984,,34.11917,35.6475,0,0,0,1,1,0,1,0,0,0,0,(iii)(iv)(vi),Cultural,C,Lebanon
335,,Tyre,1984,,33.27194,35.19444,153.8,0,0,1,0,0,1,0,0,0,0,(iii)(vi),Cultural,C,Lebanon
1001,,Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab),1998,,34.24333,36.04889,0,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Lebanon
203,,Archaeological Site of Leptis Magna,1982,,32.63833,14.29306,0,1,1,1,0,0,0,0,0,0,0,(i)(ii)(iii),Cultural,C,Libya
204,,Archaeological Site of Sabratha,1982,,32.80528,12.485,0,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Libya
211,,Archaeological Site of Cyrene,1982,,32.825,21.85833,0,0,1,1,0,0,1,0,0,0,0,(ii)(iii)(vi),Cultural,C,Libya
321,,Rock-Art Sites of Tadrart Acacus,1985,,24.83333,10.33333,0,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Libya
415,,Old Town of Ghadamès,1986,,30.13333333,9.5,0,0,0,0,0,1,0,0,0,0,0,(v),Cultural,C,Libya
1929,Bis,Vilnius Historic Centre,1994,,54.68667,25.29306,352.09,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Lithuania
1317,,Kernavė  Archaeological Site (Cultural Reserve of Kernavė),2004,,54.88777778,24.83055556,194.4,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Lithuania
827,,City of Luxembourg: its Old Quarters and Fortifications,1994,,49.61,6.13333,29.94,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Luxembourg
576,rev,Tsingy de Bemaraha Strict Nature Reserve,1990,,-18.66667,44.75,152000,0,0,0,0,0,0,1,0,0,1,(vii)(x),Natural,N,Madagascar
1111,,Royal Hill of Ambohimanga,2001,,-18.75917,47.56278,59,0,0,1,1,0,1,0,0,0,0,(iii)(iv)(vi),Cultural,C,Madagascar
1434,,Rainforests of the Atsinanana,2007,,-14.4597222222,49.7025,479660.7,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,Madagascar
323,,Lake Malawi National Park,1984,,-14.03333,34.88333,9400,0,0,0,0,0,0,1,0,1,1,(vii)(ix)(x),Natural,N,Malawi
1450,rev,Chongoni Rock-Art Area,2006,,-14.2933333333,34.2791666666,12640,0,0,1,0,0,1,0,0,0,0,(iii)(vi),Cultural,C,Malawi
1182,,Kinabalu Park,2000,,6.25,116.5,75370,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,Malaysia
1183,,Gunung Mulu National Park,2000,,4.13333,114.91667,52864,0,0,0,0,0,0,1,1,1,1,(vii)(viii)(ix)(x),Natural,N,Malaysia
1871,Bis,"Melaka and George Town, Historic Cities of the Straits of Malacca",2008,,5.4213888889,100.3458333333,218.76,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Malaysia
1820,,Archaeological Heritage of the Lenggong Valley,2012,,5.0679083333,100.9723277778,398.64,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Malaysia
127,rev,Old Towns of Djenné,1988,,13.90639,-4.555,0,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Mali
131,rev,Timbuktu,1988,Y 2012 P 1990-2005,16.77333333,-2.999444444,0,0,1,0,1,1,0,0,0,0,0,(ii)(iv)(v),Cultural,C,Mali
602,,Cliff of Bandiagara (Land of the Dogons),1989,,14.33333,-3.41667,327390,0,0,0,0,1,0,1,0,0,0,(v)(vii),Mixed,C/N,Mali
1320,,Tomb of Askia,2004,Y 2012,16.2898,-0.04456,4.24,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Mali
142,,Ħal Saflieni Hypogeum,1980,,35.87134,14.50739,0.13,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Malta
143,,City of Valletta,1980,,35.90056,14.51444,55.5,1,0,0,0,0,1,0,0,0,0,(i)(vi),Cultural,C,Malta
2121,,Megalithic Temples of Malta,1980,,36.04908,14.26947,3.155,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Malta
1684,,Bikini Atoll Nuclear Test Site,2010,,11.6,165.3805555556,73500,0,0,0,1,0,1,0,0,0,0,(iv)(vi),Cultural,C,Marshall Islands
590,,Banc d'Arguin National Park,1989,,20.23472,-16.10889,1200000,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,Mauritania
884,,"Ancient <I>Ksour</I> of Ouadane, Chinguetti, Tichitt and Oualata",1996,,20.92889,-11.62361,0,0,0,1,1,1,0,0,0,0,0,(iii)(iv)(v),Cultural,C,Mauritania
1404,,Aapravasi Ghat,2006,,-20.1586388889,57.5031666666,0.164,0,0,0,0,0,1,0,0,0,0,(vi),Cultural,C,Mauritius
1860,Bis,Le Morne Cultural Landscape,2008,,-20.4519444444,57.3283333333,349.6,0,0,1,0,0,1,0,0,0,0,(iii)(vi),Cultural,C,Mauritius
473,,Sian Ka'an,1987,,19.38333,-87.79167,528000,0,0,0,0,0,0,1,0,0,1,(vii)(x),Natural,N,Mexico
474,,Pre-Hispanic City and National Park of Palenque,1987,,17.48333,-92.05,1772,1,1,1,1,0,0,0,0,0,0,(i)(ii)(iii)(iv),Cultural,C,Mexico
475,,Historic Centre of Mexico City and Xochimilco,1987,,19.41833,-99.13278,0,0,1,1,1,1,0,0,0,0,0,(ii)(iii)(iv)(v),Cultural,C,Mexico
477,,Pre-Hispanic City of Teotihuacan,1987,,19.69167,-98.84167,3381.71,1,1,1,1,0,1,0,0,0,0,(i)(ii)(iii)(iv)(vi),Cultural,C,Mexico
478,,Historic Centre of Oaxaca and Archaeological Site of Monte Albán,1987,,17.06194,-96.72167,375,1,1,1,1,0,0,0,0,0,0,(i)(ii)(iii)(iv),Cultural,C,Mexico
479,,Historic Centre of Puebla,1987,,19.04722,-98.20833,690,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Mexico
561,,Historic Town of Guanajuato and Adjacent Mines,1988,,21.01694,-101.25556,2167.5,1,1,0,1,0,1,0,0,0,0,(i)(ii)(iv)(vi),Cultural,C,Mexico
562,,Pre-Hispanic City of Chichen-Itza,1988,,20.66667,-88.6,0,1,1,1,0,0,0,0,0,0,0,(i)(ii)(iii),Cultural,C,Mexico
652,,Whale Sanctuary of El Vizcaino,1993,,27.79222,-114.22778,369631,0,0,0,0,0,0,0,0,0,1,(x),Natural,N,Mexico
662,rev,"Archaeological Zone of Paquimé, Casas Grandes",1998,,30.37583,-107.95556,146.72,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Mexico
692,,Historic Centre of Morelia,1991,,19.70444,-101.19167,390,0,1,0,1,0,1,0,0,0,0,(ii)(iv)(vi),Cultural,C,Mexico
749,,"El Tajin, Pre-Hispanic City",1992,,20.47639,-97.3775,240,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Mexico
800,,Historic Centre of Zacatecas,1993,,22.76667,-102.55556,207.72,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Mexico
830,,Earliest 16th-Century Monasteries on the Slopes of Popocatepetl,1994,,18.93472,-98.89778,0,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Mexico
845,,Rock Paintings of the Sierra de San Francisco,1993,,27.65556,-112.91611,182600,1,0,1,0,0,0,0,0,0,0,(i)(iii),Cultural,C,Mexico
935,,Pre-Hispanic Town of Uxmal,1996,,20.36166667,-89.77027778,0,1,1,1,0,0,0,0,0,0,0,(i)(ii)(iii),Cultural,C,Mexico
936,,Historic Monuments Zone of Querétaro,1996,,20.58333333,-100.3666667,0,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Mexico
963,,"Hospicio Cabañas, Guadalajara",1997,,20.67388889,-103.3397222,0,1,1,1,1,0,0,0,0,0,0,(i)(ii)(iii)(iv),Cultural,C,Mexico
1013,,Historic Monuments Zone of Tlacotalpan,1998,,18.60833333,-95.65833333,75,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Mexico
1046,,Historic Fortified Town of Campeche,1999,,19.84639,-90.53722,181,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Mexico
1094,,Archaeological Monuments Zone of Xochicalco,1999,,18.81028,-99.275,707.65,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Mexico
1963,bis,"Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche",2002,,18.0530277778,-89.7372833333,331397,1,1,1,1,0,0,0,0,1,1,(i)(ii)(iii)(iv)(ix)(x),Mixed,C/N,Mexico
1256,,Franciscan Missions in the Sierra Gorda of Querétaro,2003,,21.20438889,-99.46411111,103.7,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Mexico
1316,,Luis Barragán House and Studio,2004,,19.41833333,-99.19833333,0.1161,1,1,0,0,0,0,0,0,0,0,(i)(ii),Cultural,C,Mexico
1873,Ter,Islands and Protected Areas of the Gulf of California,2005,,27.62667,-112.54583,688558,0,0,0,0,0,0,1,0,1,1,(vii)(ix)(x),Natural,N,Mexico
1386,,Agave Landscape and Ancient Industrial Facilities of Tequila,2006,,20.8630555555,-103.7786111111,35018.852,0,1,0,1,1,1,0,0,0,0,(ii)(iv)(v)(vi),Cultural,C,Mexico
1427,,Central University City Campus of the <i>Universidad Nacional Autónoma de México</i> (UNAM),2007,,19.3322222222,-99.1880555555,176.5,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Mexico
1493,,Protective town of San Miguel and the Sanctuary of Jesús Nazareno de Atotonilco,2008,,20.9144444444,-100.7463888889,46.95,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Mexico
1521,,Monarch Butterfly Biosphere Reserve,2008,,19.6063888889,-100.2416666667,13551.552,0,0,0,0,0,0,1,0,0,0,(vii),Natural,N,Mexico
1691,,Camino Real de Tierra Adentro,2010,,22.6080555556,-102.3791666667,3101.91,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Mexico
1693,,Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,2010,,16.9508333333,-96.4211111111,1515.17,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Mexico
1858,,El Pinacate and Gran Desierto de Altar Biosphere Reserve,2013,,32,-113.9166666667,714566,0,0,0,0,0,0,1,1,0,1,(vii)(viii)(x),Natural,N,Mexico
2024,,Aqueduct of Padre Tembleque Hydraulic System,2015,,19.8352777778,-98.6625666667,6540,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Mexico
2102,,Archipiélago de Revillagigedo,2016,,18.7880555556,-110.9752777778,636685.375,0,0,0,0,0,0,1,0,1,1,(vii)(ix)(x),Natural,N,Mexico
2093,,Nan Madol: Ceremonial Centre of Eastern Micronesia,2016,,6.8397222222,158.3308333333,76.7,1,0,1,1,0,1,0,0,0,0,(i)(iii)(iv)(vi),Cultural,C,Micronesia (Federated States of)
1259,Rev,Orkhon Valley Cultural Landscape,2004,,47.55666667,102.8313889,121967,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Mongolia
1773,,Petroglyphic Complexes of the Mongolian Altai,2011,,49.3338888889,88.3952777778,11300,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Mongolia
2018,,Great Burkhan Khaldun Mountain and its surrounding sacred landscape,2015,,48.7619777778,109.0093277778,443739.2,0,0,0,1,0,1,0,0,0,0,(iv)(vi),Cultural,C,Mongolia
109,Bis,Durmitor National Park,1980,,43.133,19.0166,32100,0,0,0,0,0,0,1,1,0,1,(vii)(viii)(x),Natural,N,Montenegro
2122,,Natural and Culturo-Historical Region of Kotor,1979,P 1979-2003,42.48333,18.7,14600,1,1,1,1,0,0,0,0,0,0,(i)(ii)(iii)(iv),Cultural,C,Montenegro
188,,Medina of Fez,1981,,34.06111,-4.97778,280,0,1,0,0,1,0,0,0,0,0,(ii)(v),Cultural,C,Morocco
376,,Medina of Marrakesh,1985,,31.63139,-7.98667,1107,1,1,0,1,1,0,0,0,0,0,(i)(ii)(iv)(v),Cultural,C,Morocco
515,,Ksar of Ait-Ben-Haddou,1987,,31.04722,-7.12889,3.03,0,0,0,1,1,0,0,0,0,0,(iv)(v),Cultural,C,Morocco
888,Rev,Medina of Essaouira (formerly Mogador),2001,,31.51667,-9.76944,30,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Morocco
937,,Historic City of Meknes,1996,,33.88333,-5.55833,0,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Morocco
1625,Bis,Archaeological Site of Volubilis,1997,,34.07389,-5.55694,42,0,1,1,1,0,1,0,0,0,0,(ii)(iii)(iv)(vi),Cultural,C,Morocco
986,,Medina of Tétouan (formerly known as Titawin),1997,,35.57083,-5.36667,6.5,0,1,0,1,1,0,0,0,0,0,(ii)(iv)(v),Cultural,C,Morocco
1234,Rev,Portuguese City of Mazagan (El Jadida),2004,,33.25667,-8.50194,7.5,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Morocco
1825,,"Rabat, Modern Capital and Historic City: a Shared Heritage",2012,,34.0241666667,-6.8227777778,348.59,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Morocco
709,,Island of Mozambique,1991,,-15.03417,40.73583,0,0,0,0,1,0,1,0,0,0,0,(iv)(vi),Cultural,C,Mozambique
1987,,Pyu Ancient Cities,2014,,22.47,95.8186111111,5809,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Myanmar
1432,,Twyfelfontein or /Ui-//aes,2007,,-20.5955833333,14.3725833333,57.4269,0,0,1,0,1,0,0,0,0,0,(iii)(v),Cultural,C,Namibia
1915,,Namib Sand Sea,2013,,-24.8852777778,15.4077777778,3077700,0,0,0,0,0,0,1,1,1,1,(vii)(viii)(ix)(x),Natural,N,Namibia
132,,Sagarmatha National Park,1979,,27.96528,86.91306,124400,0,0,0,0,0,0,1,0,0,0,(vii),Natural,N,Nepal
1448,bis,Kathmandu Valley ,1979,P 2003-2007,27.70395,85.30858,167.37,0,0,1,1,0,1,0,0,0,0,(iii)(iv)(vi),Cultural,C,Nepal
318,,Chitwan National Park,1984,,27.5,84.33333,93200,0,0,0,0,0,0,1,0,1,1,(vii)(ix)(x),Natural,N,Nepal
788,rev,"Lumbini, the Birthplace of the Lord Buddha",1997,,27.46889,83.27611,1.95,0,0,1,0,0,1,0,0,0,0,(iii)(vi),Cultural,C,Nepal
872,,Schokland and Surroundings,1995,,52.63861111,5.771666667,1306,0,0,1,0,1,0,0,0,0,0,(iii)(v),Cultural,C,Netherlands
894,,Defence Line of Amsterdam,1996,,52.37444444,4.893055556,14953.3,0,1,0,1,1,0,0,0,0,0,(ii)(iv)(v),Cultural,C,Netherlands
966,,Mill Network at Kinderdijk-Elshout,1997,,51.8825,4.649444444,0,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Netherlands
967,,"Historic Area of Willemstad, Inner City and Harbour, Curaçao",1997,,12.10194,-68.90222,86,0,1,0,1,1,0,0,0,0,0,(ii)(iv)(v),Cultural,C,Netherlands
1018,,Ir.D.F. Woudagemaal (D.F. Wouda Steam Pumping Station),1998,,52.84583,5.67889,7.32,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Netherlands
1051,,Droogmakerij de Beemster (Beemster Polder),1999,,52.54888889,4.911111111,0,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Netherlands
1129,,Rietveld Schröderhuis (Rietveld Schröder House),2000,,52.08527778,5.147222222,0,1,1,0,0,0,0,0,0,0,0,(i)(ii),Cultural,C,Netherlands
1666,,Seventeenth-Century Canal Ring Area of Amsterdam inside the Singelgracht,2010,,52.365,4.8877777778,198.2,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Netherlands
1984,,Van Nellefabriek,2014,,51.9233333333,4.4183333333,6.94,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Netherlands
487,bis,Tongariro National Park,1990,,-39.29083333,175.5622222,79596,0,0,0,0,0,1,1,1,0,0,(vi)(vii)(viii),Mixed,C/N,New Zealand
648,,Te Wahipounamu – South West New Zealand,1990,,-45.03602778,167.3196111,2600000,0,0,0,0,0,0,1,1,1,1,(vii)(viii)(ix)(x),Natural,N,New Zealand
1029,,New Zealand Sub-Antarctic Islands,1998,,-50.75,166.1044444,76458,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,New Zealand
728,Rev,Ruins of León Viejo,2000,,12.39722,-86.61028,31.87,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Nicaragua
1789,rev,León Cathedral,2011,,12.435,-86.8780555556,0.77,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Nicaragua
678,,Air and Ténéré Natural Reserves,1991,Y 1992,18,9,7736000,0,0,0,0,0,0,1,0,1,1,(vii)(ix)(x),Natural,N,Niger
1905,,Historic Centre of Agadez,2013,,16.9736111111,7.9913888889,77.6,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Niger
1093,,Sukur Cultural Landscape,1999,,10.74056,13.57194,764.4,0,0,1,0,1,1,0,0,0,0,(iii)(v)(vi),Cultural,C,Nigeria
1298,,Osun-Osogbo Sacred Grove,2005,,7.75556,4.55222,75,0,1,1,0,0,1,0,0,0,0,(ii)(iii)(vi),Cultural,C,Nigeria
1667,Bis,Røros Mining Town and the Circumference,1980,,62.5738888889,11.3855555556,,0,0,1,1,1,0,0,0,0,0,(iii)(iv)(v),Cultural,C,Norway
62,,Urnes Stave Church,1979,,61.3,7.33333,0,1,1,1,0,0,0,0,0,0,0,(i)(ii)(iii),Cultural,C,Norway
63,,Bryggen,1979,,60.39722,5.32306,0,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Norway
403,,Rock Art of Alta,1985,,69.95,23.18333,0,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Norway
2254,,Vegaøyan – The Vega Archipelago,2004,,65.61667,11.75,107294,0,0,0,0,1,0,0,0,0,0,(v),Cultural,C,Norway
1372,,West Norwegian Fjords – Geirangerfjord and Nærøyfjord,2005,,62.11667,7.16667,0,0,0,0,0,0,0,1,1,0,0,(vii)(viii),Natural,N,Norway
2047,,Rjukan-Notodden Industrial Heritage Site,2015,,59.8786111111,8.5936111111,4959.5,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Norway
502,,Bahla Fort,1987,P 1988-2004,22.96417,57.30111,0,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Oman
503,,"Archaeological Sites of Bat, Al-Khutm and Al-Ayn",1988,,23.26986,56.745,0,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Oman
1180,,Land of Frankincense,2000,,18.25333,53.64759,849.88,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Oman
1384,,<i>Aflaj</i> Irrigation Systems of Oman,2006,,22.9988888889,57.5360555555,1455.949,0,0,0,0,1,0,0,0,0,0,(v),Cultural,C,Oman
151,,Archaeological Ruins at Moenjodaro,1980,,27.32916667,68.13888889,240,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Pakistan
153,,Taxila,1980,,33.77916667,72.8875,0,0,0,1,0,0,1,0,0,0,0,(iii)(vi),Cultural,C,Pakistan
154,,Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol,1980,,34.32083333,71.94583333,0,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Pakistan
158,,"Historical Monuments at Makli, Thatta",1981,,24.76666667,67.9,0,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Pakistan
189,,Fort and Shalamar Gardens in Lahore,1981,P 2000-2012,31.59027778,74.30972222,0,1,1,1,0,0,0,0,0,0,0,(i)(ii)(iii),Cultural,C,Pakistan
693,,Rohtas Fort,1997,,32.9625,73.58888889,0,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Pakistan
1801,,Rock Islands Southern Lagoon,2012,,7.246925,134.3525,100200,0,0,1,0,1,0,1,0,1,1,(iii)(v)(vii)(ix)(x),Mixed,C/N,Palau
1922,,"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",2012,,31.7043527778,35.2075,2.98,0,0,0,1,0,1,0,0,0,0,(iv)(vi),Cultural,C,Palestine
2012,,"Palestine: Land of Olives and Vines – Cultural Landscape of Southern Jerusalem, Battir",2014,Y 2014,31.7197222222,35.1305555556,348.83,0,0,0,1,1,0,0,0,0,0,(iv)(v),Cultural,C,Palestine
2230,,Hebron/Al-Khalil Old Town,2017,,31.5241666667,35.1088888889,20.6,0,1,0,1,0,1,0,0,0,0,(ii)(iv)(vi),Cultural,C,Palestine
148,,Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo,1980,Y 2012,9.553888889,-79.65583333,0,1,0,0,1,0,0,0,0,0,0,(i)(iv),Cultural,C,Panama
177,,Darien National Park,1981,,7.736111111,-77.54722222,579000,0,0,0,0,0,0,1,0,1,1,(vii)(ix)(x),Natural,N,Panama
934,Bis,Archaeological Site of Panamá Viejo and Historic District of Panamá,1997,,8.951111111,-79.54055556,57.4,0,1,0,1,0,1,0,0,0,0,(ii)(iv)(vi),Cultural,C,Panama
1319,Rev,Coiba National Park and its Special Zone of Marine Protection,2005,,7.433,-81.766,270125,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,Panama
